"id","traceId","traceName","type","name","startTime","endTime","completionStartTime","environment","version","userId","sessionId","level","statusMessage","promptName","promptId","promptVersion","modelId","providedModelName","modelParameters","usageDetails","costDetails","totalCost","input","output","metadata","latencyMs","timeToFirstTokenMs","tags","release","parentObservationId","comments"
"qualification-run-1788694915791","run-1788694915791","","SPAN","qualification","2026-09-06 11:35:00.000000","2026-09-06 11:35:01.000000","","default","","","","DEFAULT","","","","","","","{}","{}","{}","0","{""email_ingestion_output"":{""customer_name"":""John Martinez"",""customer_email"":""unknown"",""product_interest"":""standing desk"",""budget"":""under $800"",""quantity"":""unknown"",""urgency"":"""",""requirements"":[""dark walnut finish"",""adjustable height"",""quality matters"",""home office"",""works from home full-time""]}}","{""lead_tier"":""WARM"",""is_sales_lead"":1,""qualification_signals"":[""specific product requirement"",""budget provided"",""product options inquiry""],""confidence"":""HIGH""}","{""test_id"":""E01"",""agent"":""Lead Qualifier Agent""}","1000","","[]","","t-run-1788694915791","[]"
"qualification-run-1788697892887","run-1788697892887","","SPAN","qualification","2026-09-06 11:35:00.000000","2026-09-06 11:35:01.000000","","default","","","","DEFAULT","","","","","","","{}","{}","{}","0","{""email_ingestion_output"":{""customer_name"":""John Martinez"",""customer_email"":""john.martinez@techcorp.com"",""product_interest"":""standing desk"",""budget"":""under $800"",""quantity"":""unknown"",""urgency"":""unknown"",""requirements"":[""dark walnut finish"",""adjustable height"",""quality for home office""]}}","{""lead_tier"":""HOT"",""is_sales_lead"":1,""qualification_signals"":[""specific product requirement"",""budget provided""],""confidence"":""HIGH""}","{""test_id"":""E01"",""agent"":""Lead Qualifier Agent""}","1000","","[]","","t-run-1788697892887","[]"
"qualification-run-1788697922818","run-1788697922818","","SPAN","qualification","2026-09-06 11:35:00.000000","2026-09-06 11:35:01.000000","","default","","","","DEFAULT","","","","","","","{}","{}","{}","0","{""email_ingestion_output"":{""customer_name"":""Maria Chen"",""customer_email"":""unknown"",""product_interest"":""ergonomic office chairs"",""budget"":""$5,000"",""quantity"":""10"",""urgency"":""by end of month"",""requirements"":[""options with pricing and availability""]}}","{""lead_tier"":""HOT"",""is_sales_lead"":1,""qualification_signals"":[""specific product requirement"",""budget provided"",""quantity provided"",""urgent delivery deadline"",""product options inquiry""],""confidence"":""HIGH""}","{""test_id"":""E03"",""agent"":""Lead Qualifier Agent""}","1000","","[]","","t-run-1788697922818","[]"
"qualification-run-1788697916186","run-1788697916186","","SPAN","qualification","2026-09-06 11:35:00.000000","2026-09-06 11:35:01.000000","","default","","","","DEFAULT","","","","","","","{}","{}","{}","0","{""email_ingestion_output"":{""customer_name"":""unknown"",""customer_email"":""unknown"",""product_interest"":""furniture"",""budget"":""unknown"",""quantity"":""unknown"",""urgency"":""unknown"",""requirements"":[]}}","{""lead_tier"":""COLD"",""is_sales_lead"":0,""qualification_signals"":[""generic product inquiry""],""confidence"":""LOW""}","{""test_id"":""E02"",""agent"":""Lead Qualifier Agent""}","1000","","[]","","t-run-1788697916186","[]"
"qualification-run-1788875006864","run-1788875006864","","SPAN","qualification","2026-09-06 11:35:00.000000","2026-09-06 11:35:01.000000","","default","","","","DEFAULT","","","","","","","{}","{}","{}","0","{""email_ingestion_output"":{""customer_name"":""John Martinez"",""customer_email"":""john.martinez@techcorp.com"",""product_interest"":""standing desk"",""budget"":""$800"",""quantity"":""unknown"",""urgency"":""unknown"",""requirements"":[""dark walnut finish"",""adjustable height"",""under $800"",""works from home full-time"",""quality matters""]}}","{""lead_tier"":""HOT"",""is_sales_lead"":1,""qualification_signals"":[""specific product requirement"",""budget provided""],""confidence"":""HIGH""}","{""test_id"":""E01"",""agent"":""Lead Qualifier Agent""}","1000","","[]","","t-run-1788875006864","[]"
"qualification-run-1788709167870","run-1788709167870","","SPAN","qualification","2026-09-06 11:35:00.000000","2026-09-06 11:35:01.000000","","default","","","","DEFAULT","","","","","","","{}","{}","{}","0","{""email_ingestion_output"":{""customer_name"":""unknown"",""customer_email"":""xk39spam@bot.net"",""product_interest"":""unknown"",""budget"":""unknown"",""quantity"":""unknown"",""urgency"":""unknown"",""requirements"":[]}}","{""lead_tier"":""NON_LEAD"",""is_sales_lead"":0,""qualification_signals"":[],""confidence"":""HIGH""}","{""test_id"":""E07"",""agent"":""Lead Qualifier Agent""}","1000","","[]","","t-run-1788709167870","[]"
"qualification-run-1788701211318","run-1788701211318","","SPAN","qualification","2026-09-06 11:35:00.000000","2026-09-06 11:35:01.000000","","default","","","","DEFAULT","","","","","","","{}","{}","{}","0","{""email_ingestion_output"":{""customer_name"":""unknown"",""customer_email"":""unknown"",""product_interest"":""furniture"",""budget"":""unknown"",""quantity"":""unknown"",""urgency"":""unknown"",""requirements"":[]}}","{""lead_tier"":""COLD"",""is_sales_lead"":0,""qualification_signals"":[""generic product inquiry""],""confidence"":""MEDIUM""}","{""test_id"":""E02"",""agent"":""Lead Qualifier Agent""}","1000","","[]","","t-run-1788701211318","[]"
"qualification-run-1788709061993","run-1788709061993","","SPAN","qualification","2026-09-06 11:35:00.000000","2026-09-06 11:35:01.000000","","default","","","","DEFAULT","","","","","","","{}","{}","{}","0","{""email_ingestion_output"":{""customer_name"":""Sarah Kim"",""customer_email"":""sarah.k@startupventures.io"",""product_interest"":""standing desks"",""budget"":""unknown"",""quantity"":""15"",""urgency"":""unknown"",""requirements"":[""comparing products with IKEA's BEKANT series"",""bulk discount for 15+ units""]}}","{""lead_tier"":""HOT"",""is_sales_lead"":1,""qualification_signals"":[""specific product requirement"",""quantity provided"",""bulk purchase"",""product comparison""],""confidence"":""HIGH""}","{""test_id"":""E05"",""agent"":""Lead Qualifier Agent""}","1000","","[]","","t-run-1788709061993","[]"
"qualification-run-1788709010665","run-1788709010665","","SPAN","qualification","2026-09-06 11:35:00.000000","2026-09-06 11:35:01.000000","","default","","","","DEFAULT","","","","","","","{}","{}","{}","0","{""email_ingestion_output"":{""customer_name"":""unknown"",""customer_email"":""curious.customer@email.com"",""product_interest"":""Oak Executive Desk"",""budget"":""unknown"",""quantity"":""unknown"",""urgency"":""unknown"",""requirements"":[""What colors does the Oak Executive Desk come in?"",""I saw it online but couldn't find color options.""]}}","{""lead_tier"":""WARM"",""is_sales_lead"":1,""qualification_signals"":[""specific product requirement"",""product options inquiry""],""confidence"":""MEDIUM""}","{""test_id"":""E04"",""agent"":""Lead Qualifier Agent""}","1000","","[]","","t-run-1788709010665","[]"
"qualification-run-1788708977555","run-1788708977555","","SPAN","qualification","2026-09-06 11:35:00.000000","2026-09-06 11:35:01.000000","","default","","","","DEFAULT","","","","","","","{}","{}","{}","0","{""email_ingestion_output"":{""customer_name"":""Maria Chen"",""customer_email"":""procurement@bigcorp.com"",""product_interest"":""ergonomic office chairs"",""budget"":""$5,000"",""quantity"":""10"",""urgency"":""By end of month"",""requirements"":[""10 ergonomic office chairs"",""total budget $5,000"",""approximately $500 per chair"",""delivered by end of month"",""options with pricing"",""options with availability""]}}","{""lead_tier"":""HOT"",""is_sales_lead"":1,""qualification_signals"":[""specific product requirement"",""budget provided"",""quantity provided"",""urgent delivery deadline"",""pricing request"",""availability inquiry""],""confidence"":""HIGH""}","{""test_id"":""E03"",""agent"":""Lead Qualifier Agent""}","1000","","[]","","t-run-1788708977555","[]"
"qualification-run-1788708969742","run-1788708969742","","SPAN","qualification","2026-09-06 11:35:00.000000","2026-09-06 11:35:01.000000","","default","","","","DEFAULT","","","","","","","{}","{}","{}","0","{""email_ingestion_output"":{""customer_name"":""unknown"",""customer_email"":""unknown"",""product_interest"":""furniture"",""budget"":""unknown"",""quantity"":""unknown"",""urgency"":""unknown"",""requirements"":[]}}","{""lead_tier"":""COLD"",""is_sales_lead"":0,""qualification_signals"":[""generic product inquiry""],""confidence"":""LOW""}","{""test_id"":""E02"",""agent"":""Lead Qualifier Agent""}","1000","","[]","","t-run-1788708969742","[]"
"qualification-run-1788708935735","run-1788708935735","","SPAN","qualification","2026-09-06 11:35:00.000000","2026-09-06 11:35:01.000000","","default","","","","DEFAULT","","","","","","","{}","{}","{}","0","{""email_ingestion_output"":{""customer_name"":""John Martinez"",""customer_email"":""unknown"",""product_interest"":""standing desk"",""budget"":""$800"",""quantity"":""unknown"",""urgency"":""unknown"",""requirements"":[""dark walnut finish"",""adjustable height"",""under $800"",""works from home full-time"",""quality matters""]}}","{""lead_tier"":""HOT"",""is_sales_lead"":1,""qualification_signals"":[""specific product requirement"",""budget provided""],""confidence"":""HIGH""}","{""test_id"":""E01"",""agent"":""Lead Qualifier Agent""}","1000","","[]","","t-run-1788708935735","[]"
"qualification-run-1788707694401","run-1788707694401","","SPAN","qualification","2026-09-06 11:35:00.000000","2026-09-06 11:35:01.000000","","default","","","","DEFAULT","","","","","","","{}","{}","{}","0","{""email_ingestion_output"":{""customer_name"":""unknown"",""customer_email"":""competitor.spy@rival.com"",""product_interest"":""Ergonomic Pro Chair"",""budget"":""unknown"",""quantity"":""5"",""urgency"":""unknown"",""requirements"":[""match price with HermanMiller"",""buy 5 chairs if price is beaten""]}}","{""lead_tier"":""HOT"",""is_sales_lead"":1,""qualification_signals"":[""specific product requirement"",""budget provided"",""quantity provided"",""price-match request"",""explicit purchase intent""],""confidence"":""HIGH""}","{""test_id"":""E15"",""agent"":""Lead Qualifier Agent""}","1000","","[]","","t-run-1788707694401","[]"
"qualification-run-1788707665096","run-1788707665096","","SPAN","qualification","2026-09-06 11:35:00.000000","2026-09-06 11:35:01.000000","","default","","","","DEFAULT","","","","","","","{}","{}","{}","0","{""email_ingestion_output"":{""customer_name"":""Robert Chen"",""customer_email"":""cfo@growthco.com"",""product_interest"":""office furniture"",""budget"":""$50,000"",""quantity"":""3"",""urgency"":""next quarter"",""requirements"":[""volume pricing"",""delivery coordination""]}}","{""lead_tier"":""HOT"",""is_sales_lead"":1,""qualification_signals"":[""specific product requirement"",""budget provided"",""quantity provided"",""delivery timeline provided""],""confidence"":""HIGH""}","{""test_id"":""E14"",""agent"":""Lead Qualifier Agent""}","1000","","[]","","t-run-1788707665096","[]"
"qualification-run-1788707659769","run-1788707659769","","SPAN","qualification","2026-09-06 11:35:00.000000","2026-09-06 11:35:01.000000","","default","","","","DEFAULT","","","","","","","{}","{}","{}","0","{""email_ingestion_output"":{""customer_name"":""unknown"",""customer_email"":""intern@smallbiz.com"",""product_interest"":""chairs"",""budget"":""unknown"",""quantity"":""unknown"",""urgency"":""unknown"",""requirements"":[]}}","{""lead_tier"":""COLD"",""is_sales_lead"":0,""qualification_signals"":[""generic product inquiry""],""confidence"":""LOW""}","{""test_id"":""E13"",""agent"":""Lead Qualifier Agent""}","1000","","[]","","t-run-1788707659769","[]"
"qualification-run-1788707653191","run-1788707653191","","SPAN","qualification","2026-09-06 11:35:00.000000","2026-09-06 11:35:01.000000","","default","","","","DEFAULT","","","","","","","{}","{}","{}","0","{""email_ingestion_output"":{""customer_name"":""Mike Thompson"",""customer_email"":""angry.customer@email.com"",""product_interest"":""unknown"",""budget"":""unknown"",""quantity"":""unknown"",""urgency"":""unknown"",""requirements"":[""delivery was 3 weeks late"",""desk arrived with a scratch on the surface"",""want a replacement"",""want a full refund"",""Order #ORD-88291"",""this is unacceptable""]}}","{""lead_tier"":""NON_LEAD"",""is_sales_lead"":0,""qualification_signals"":[""customer complaint"",""delivery issue"",""replacement request"",""refund request""],""confidence"":""HIGH""}","{""test_id"":""E12"",""agent"":""Lead Qualifier Agent""}","1000","","[]","","t-run-1788707653191","[]"
"qualification-run-1788707624912","run-1788707624912","","SPAN","qualification","2026-09-06 11:35:00.000000","2026-09-06 11:35:01.000000","","default","","","","DEFAULT","","","","","","","{}","{}","{}","0","{""email_ingestion_output"":{""customer_name"":""Jessica Wong"",""customer_email"":""jessica.wong@enterprise.com"",""product_interest"":""office furniture package"",""budget"":""$36,000"",""quantity"":""30"",""urgency"":""6-week timeline"",""requirements"":[""30 adjustable standing desks"",""budget: $700 each"",""30 ergonomic task chairs"",""budget: $400 each"",""5 small meeting tables for huddle rooms"",""budget: $600 each"",""total budget approximately $36,000"",""6-week timeline""]}}","{""lead_tier"":""HOT"",""is_sales_lead"":1,""qualification_signals"":[""specific product requirement"",""budget provided"",""quantity provided"",""urgent delivery timeline""],""confidence"":""HIGH""}","{""test_id"":""E11"",""agent"":""Lead Qualifier Agent""}","1000","","[]","","t-run-1788707624912","[]"
